Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2006","2006","3050","FAO TIER 1","kt","76.9032","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2007","2007","3050","FAO TIER 1","kt","26.3224","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2007","2007","3050","FAO TIER 1","kt","79.6416","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2008","2008","3050","FAO TIER 1","kt","28.3328","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2008","2008","3050","FAO TIER 1","kt","80.6833","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2009","2009","3050","FAO TIER 1","kt","28.2568","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2009","2009","3050","FAO TIER 1","kt","84.2491","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","30.3821","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","87.7986","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","32.7428","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","90.6116","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","34.8055","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","94.6255","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","36.8514","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","98.1164","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","36.5713","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","100.3061","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kt","44.835","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kt","121.4885","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kt","44.5179","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kt","119.3625","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kt","43.6002","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kt","114.5593","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kt","43.2857","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kt","113.8293","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kt","43.6746","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kt","111.5363","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","43.6602","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","111.4884","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2021","2021","3050","FAO TIER 1","kt","45.6771","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2021","2021","3050","FAO TIER 1","kt","117.0608","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2000","2000","3050","FAO TIER 1","kt","40.6053","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2000","2000","3050","FAO TIER 1","kt","5369.0117","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2001","2001","3050","FAO TIER 1","kt","38.5684","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2001","2001","3050","FAO TIER 1","kt","5163.9553","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2002","2002","3050","FAO TIER 1","kt","37.8687","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2002","2002","3050","FAO TIER 1","kt","5051.2904","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2003","2003","3050","FAO TIER 1","kt","35.0738","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2003","2003","3050","FAO TIER 1","kt","4744.8951","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2004","2004","3050","FAO TIER 1","kt","38.5354","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2004","2004","3050","FAO TIER 1","kt","5069.7822","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2005","2005","3050","FAO TIER 1","kt","38.9672","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2005","2005","3050","FAO TIER 1","kt","5158.6647","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2006","2006","3050","FAO TIER 1","kt","39.1836","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2006","2006","3050","FAO TIER 1","kt","5173.6258","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2007","2007","3050","FAO TIER 1","kt","39.7891","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2007","2007","3050","FAO TIER 1","kt","5169.7161","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2008","2008","3050","FAO TIER 1","kt","40.8046","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2008","2008","3050","FAO TIER 1","kt","5225.3292","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2009","2009","3050","FAO TIER 1","kt","41.4584","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2009","2009","3050","FAO TIER 1","kt","5294.0996","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2010","2010","3050","FAO TIER 1","kt","41.6333","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2010","2010","3050","FAO TIER 1","kt","5335.7723","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2011","2011","3050","FAO TIER 1","kt","42.5253","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2011","2011","3050","FAO TIER 1","kt","5370.2046","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2012","2012","3050","FAO TIER 1","kt","43.0478","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2012","2012","3050","FAO TIER 1","kt","5385.5803","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2013","2013","3050","FAO TIER 1","kt","43.0131","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2013","2013","3050","FAO TIER 1","kt","5418.2368","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2014","2014","3050","FAO TIER 1","kt","43.4656","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2014","2014","3050","FAO TIER 1","kt","5418.0664","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2015","2015","3050","FAO TIER 1","kt","44.4679","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2015","2015","3050","FAO TIER 1","kt","5498.5209","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2016","2016","3050","FAO TIER 1","kt","44.3061","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2016","2016","3050","FAO TIER 1","kt","5495.8228","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2017","2017","3050","FAO TIER 1","kt","44.5675","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2017","2017","3050","FAO TIER 1","kt","5496.1877","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2018","2018","3050","FAO TIER 1","kt","44.2873","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2018","2018","3050","FAO TIER 1","kt","5396.8217","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2019","2019","3050","FAO TIER 1","kt","43.6853","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2019","2019","3050","FAO TIER 1","kt","5308.0974","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","44.1691","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","5375.6527","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0113","Rice","2021","2021","3050","FAO TIER 1","kt","44.2075","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0113","Rice","2021","2021","3050","FAO TIER 1","kt","5340.598","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2000","2000","3050","FAO TIER 1","kt","4.6945","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2001","2001","3050","FAO TIER 1","kt","4.7338","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2002","2002","3050","FAO TIER 1","kt","4.7442","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2003","2003","3050","FAO TIER 1","kt","4.6933","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2004","2004","3050","FAO TIER 1","kt","5.0918","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2005","2005","3050","FAO TIER 1","kt","4.9161","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2006","2006","3050","FAO TIER 1","kt","4.6392","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2007","2007","3050","FAO TIER 1","kt","4.1199","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2008","2008","3050","FAO TIER 1","kt","4.6757","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2009","2009","3050","FAO TIER 1","kt","4.5964","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2010","2010","3050","FAO TIER 1","kt","4.46","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2011","2011","3050","FAO TIER 1","kt","4.2172","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2012","2012","3050","FAO TIER 1","kt","3.8074","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2013","2013","3050","FAO TIER 1","kt","3.5438","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2014","2014","3050","FAO TIER 1","kt","3.58","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2015","2015","3050","FAO TIER 1","kt","3.4519","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2016","2016","3050","FAO TIER 1","kt","3.7534","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2017","2017","3050","FAO TIER 1","kt","4.4331","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2018","2018","3050","FAO TIER 1","kt","4.5857","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2019","2019","3050","FAO TIER 1","kt","5.1443","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2020","2020","3050","FAO TIER 1","kt","5.5276","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0141","Soya beans","2021","2021","3050","FAO TIER 1","kt","4.6552","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2000","2000","3050","FAO TIER 1","kt","25.2229","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2000","2000","3050","FAO TIER 1","kt","28.7856","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2001","2001","3050","FAO TIER 1","kt","23.7182","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2001","2001","3050","FAO TIER 1","kt","26.6372","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2002","2002","3050","FAO TIER 1","kt","22.8319","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2002","2002","3050","FAO TIER 1","kt","25.8207","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2003","2003","3050","FAO TIER 1","kt","21.778","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2003","2003","3050","FAO TIER 1","kt","23.7568","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2004","2004","3050","FAO TIER 1","kt","22.9737","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2004","2004","3050","FAO TIER 1","kt","23.3562","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2005","2005","3050","FAO TIER 1","kt","24.3332","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2005","2005","3050","FAO TIER 1","kt","24.6159","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2006","2006","3050","FAO TIER 1","kt","26.9055","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2006","2006","3050","FAO TIER 1","kt","25.5021","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2007","2007","3050","FAO TIER 1","kt","27.1044","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2007","2007","3050","FAO TIER 1","kt","25.6188","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2008","2008","3050","FAO TIER 1","kt","27.8086","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2008","2008","3050","FAO TIER 1","kt","25.5066","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2009","2009","3050","FAO TIER 1","kt","28.4761","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2009","2009","3050","FAO TIER 1","kt","26.2344","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2010","2010","3050","FAO TIER 1","kt","28.4886","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2010","2010","3050","FAO TIER 1","kt","26.1985","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2011","2011","3050","FAO TIER 1","kt","28.9931","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2011","2011","3050","FAO TIER 1","kt","26.214","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2012","2012","3050","FAO TIER 1","kt","29.8093","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2012","2012","3050","FAO TIER 1","kt","26.2119","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2013","2013","3050","FAO TIER 1","kt","29.9972","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2013","2013","3050","FAO TIER 1","kt","26.0489","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2014","2014","3050","FAO TIER 1","kt","30.9597","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2014","2014","3050","FAO TIER 1","kt","25.9974","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2015","2015","3050","FAO TIER 1","kt","32.4657","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2015","2015","3050","FAO TIER 1","kt","26.567","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2016","2016","3050","FAO TIER 1","kt","32.6177","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2016","2016","3050","FAO TIER 1","kt","26.6742","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2017","2017","3050","FAO TIER 1","kt","32.8148","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2017","2017","3050","FAO TIER 1","kt","26.439","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2018","2018","3050","FAO TIER 1","kt","32.161","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2018","2018","3050","FAO TIER 1","kt","26.2102","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2019","2019","3050","FAO TIER 1","kt","32.5925","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2019","2019","3050","FAO TIER 1","kt","25.6312","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","32.7046","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","25.2536","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0111","Wheat","2021","2021","3050","FAO TIER 1","kt","33.3326","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0111","Wheat","2021","2021","3050","FAO TIER 1","kt","25.4571","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2000","2000","3050","FAO TIER 1","kt","1.9177","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2000","2000","3050","FAO TIER 1","kt","9.45","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2001","2001","3050","FAO TIER 1","kt","1.8379","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2001","2001","3050","FAO TIER 1","kt","8.8719","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2002","2002","3050","FAO TIER 1","kt","1.848","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2002","2002","3050","FAO TIER 1","kt","8.4424","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2003","2003","3050","FAO TIER 1","kt","2.0696","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2003","2003","3050","FAO TIER 1","kt","9.068","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2004","2004","3050","FAO TIER 1","kt","2.118","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2004","2004","3050","FAO TIER 1","kt","9.0637","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2005","2005","3050","FAO TIER 1","kt","2.3449","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2005","2005","3050","FAO TIER 1","kt","9.7902","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2006","2006","3050","FAO TIER 1","kt","2.1714","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2006","2006","3050","FAO TIER 1","kt","9.0337","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2007","2007","3050","FAO TIER 1","kt","2.4551","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2007","2007","3050","FAO TIER 1","kt","9.8019","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2008","2008","3050","FAO TIER 1","kt","2.947","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2008","2008","3050","FAO TIER 1","kt","10.8089","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2009","2009","3050","FAO TIER 1","kt","3.158","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2009","2009","3050","FAO TIER 1","kt","11.2338","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","3.2537","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","11.1555","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","3.1151","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","10.4347","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","3.3792","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","10.6855","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","3.2331","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","10.3181","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","3.3067","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","10.36","E","Estimated value",""
"GCE","Emissions from Crops","360","Indonesia","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kt","3.3858","E","Estimated value",""
